subject,condition,room,recall,original_description,semantic_similarity,task,experiment
60,Active,Laundry Room,washing clothes,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.43530235,recall,exp02
60,Passive,Patio,resting room,"In this room, no bugs can leave, but they can enter freely.",0.20958915,recall,exp02
60,Active,Bedroom,sleeping,"In this room, the sun always hits your eyes in the morning.",0.17183138,recall,exp02
65,Passive,Library,The books get longer,"In this room, the books are always in the wrong order.",0.38220045,recall,exp02
65,Passive,Patio,The sun never goes away,"In this room, no bugs can leave, but they can enter freely.",0.11528752,recall,exp02
65,Active,Bedroom,The light wakes you up,"In this room, the sun always hits your eyes in the morning.",0.38011375,recall,exp02
65,Active,Cellar,Wine exipres,"In this room, the bottles are all filled with water.",0.11034246,recall,exp02
65,Active,Bowling Alley,No idea,"In this room, the bowling balls always roll back to the starting point.",-0.05966729,recall,exp02
65,Active,Gym,The weights get heavier,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.5695406,recall,exp02
65,Passive,Theater,The movies never end,"In this room, a movie plays automatically and you cannot choose it.",0.33356962,recall,exp02
65,Passive,Closet,No idea,"In this room, clothes keep piling onto the floor, even when you hang them up.",-0.104421094,recall,exp02
65,Active,Laundry Room,Clothes never are clean,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.3938359,recall,exp02
65,Passive,Server Room,gets more complex,"In this room, everything shuts down when you try to fix something.",0.005252622,recall,exp02
65,Passive,Garage,Keeps expanding,"In this room, the walls will expand to fit any amount of cars.",0.2185689,recall,exp02
65,Active,Planetarium,,"In this room, you can see the constellations from different planets.",-0.010437485,recall,exp02
65,Passive,Arcade,,"In this room, there is a leaderboard that updates everyday.",-0.034158636,recall,exp02
65,Active,Laboratory,,"In this room, all lab tests come back with positive results.",-0.062453166,recall,exp02
65,Active,Attic,,"In this room, the boxes are stuck to the floor and cannot be moved.",-0.026605833,recall,exp02
65,Active,Aquarium,fish only appear in the dark,"In this room, the fish only come out when the lights are off.",0.6452817,recall,exp02
65,Passive,Dining Room,,"In this room, the food on the table gets cold, but the drinks get hot.",0.014299896,recall,exp02
65,Passive,Observatory,,"In this room, the telescope only works on a cloudy night.",-0.03817052,recall,exp02
65,Active,Art Studio,,"In this room, the art supplies keep changing color every day.",-0.021832388,recall,exp02
65,Active,Rooftop,,"In this room, the solar panels light up at night.",-0.018152911,recall,exp02
65,Passive,Bathroom,,"In this room, when you turn on the water, all the faucets turn on.",-0.033190075,recall,exp02
65,Passive,Zen Room,,"In this room, no sound can enter the walls.",-0.044517808,recall,exp02
65,Passive,Greenhouse,,"In this room, the plants swap places every day.",-0.041501295,recall,exp02
65,Active,Swimming Pool,,"In this room, the water remains still, no matter how much you splash around in it.",0.009898286,recall,exp02
68,Active,Laundry Room,clothes never dry,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.4352128,recall,exp02
68,Active,Gym,The weights get heavier every time you lift them,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.65336096,recall,exp02
68,Passive,Library,books can't be read,"In this room, the books are always in the wrong order.",0.4055927,recall,exp02
68,Passive,Observatory,can see stars and other planets,"In this room, the telescope only works on a cloudy night.",0.24784677,recall,exp02
68,Active,Attic,stores items,"In this room, the boxes are stuck to the floor and cannot be moved.",0.16996592,recall,exp02
68,Active,Rooftop,provides energy,"In this room, the solar panels light up at night.",0.18648784,recall,exp02
68,Passive,Zen Room,you are at peace,"In this room, no sound can enter the walls.",0.02366617,recall,exp02
68,Passive,Theater,movies are watched,"In this room, a movie plays automatically and you cannot choose it.",0.25622913,recall,exp02
68,Active,Aquarium,fish come out at night,"In this room, the fish only come out when the lights are off.",0.5392232,recall,exp02
68,Active,Laboratory,results are positive,"In this room, all lab tests come back with positive results.",0.40730882,recall,exp02
68,Passive,Server Room,data is stored,"In this room, everything shuts down when you try to fix something.",-0.05135229,recall,exp02
68,Passive,Garage,is for cars,"In this room, the walls will expand to fit any amount of cars.",0.2071595,recall,exp02
68,Passive,Dining Room,is for eating,"In this room, the food on the table gets cold, but the drinks get hot.",0.20332792,recall,exp02
68,Passive,Closet,clothes are on the floor,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.48942405,recall,exp02
68,Active,Cellar,water is in the bottles,"In this room, the bottles are all filled with water.",0.7202618,recall,exp02
68,Active,Swimming Pool,is for swimming,"In this room, the water remains still, no matter how much you splash around in it.",0.25321254,recall,exp02
68,Passive,Patio,Mosquitos bite you,"In this room, no bugs can leave, but they can enter freely.",0.2344946,recall,exp02
68,Active,Bowling Alley,Is for bowling,"In this room, the bowling balls always roll back to the starting point.",0.457867,recall,exp02
68,Active,Planetarium,is for watching the sky,"In this room, you can see the constellations from different planets.",0.27100825,recall,exp02
68,Passive,Arcade,is a bar,"In this room, there is a leaderboard that updates everyday.",0.080315664,recall,exp02
68,Active,Art Studio,is a art palace,"In this room, the art supplies keep changing color every day.",0.18751854,recall,exp02
68,Passive,Greenhouse,is a garden,"In this room, the plants swap places every day.",0.18893495,recall,exp02
68,Passive,Bathroom,is a bathroom,"In this room, when you turn on the water, all the faucets turn on.",0.18356812,recall,exp02
68,Active,Bedroom,is a bedroom,"In this room, the sun always hits your eyes in the morning.",0.2020805,recall,exp02
7,Active,Laundry Room,Cant remember,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.05751055,recall,exp02
7,Passive,Observatory,Cant remember,"In this room, the telescope only works on a cloudy night.",0.070050955,recall,exp02
7,Active,Cellar,Cant remember,"In this room, the bottles are all filled with water.",0.052991085,recall,exp02
7,Passive,Dining Room,Cant remember,"In this room, the food on the table gets cold, but the drinks get hot.",0.06843451,recall,exp02
7,Passive,Zen Room,Cant remember,"In this room, no sound can enter the walls.",0.026155192,recall,exp02
7,Active,Planetarium,Cant remember,"In this room, you can see the constellations from different planets.",-0.007202643,recall,exp02
7,Active,Laboratory,Cant remember,"In this room, all lab tests come back with positive results.",-0.052037325,recall,exp02
7,Active,Gym,Cant remember,"In this room, the weights get heavier every day, regardless of whether you use them or not.",-0.013428186,recall,exp02
7,Active,Bedroom,Cant remember,"In this room, the sun always hits your eyes in the morning.",0.033283282,recall,exp02
7,Active,Rooftop,Cant remember,"In this room, the solar panels light up at night.",0.007850686,recall,exp02
7,Active,Aquarium,Cant remember,"In this room, the fish only come out when the lights are off.",0.062131405,recall,exp02
7,Passive,Theater,Cant remember,"In this room, a movie plays automatically and you cannot choose it.",0.07534538,recall,exp02
7,Passive,Garage,Cant remember,"In this room, the walls will expand to fit any amount of cars.",-0.06869373,recall,exp02
7,Passive,Server Room,Cant remember,"In this room, everything shuts down when you try to fix something.",0.11588088,recall,exp02
7,Active,Bowling Alley,Cant remember,"In this room, the bowling balls always roll back to the starting point.",-0.0167594,recall,exp02
7,Passive,Bathroom,Cant remember,"In this room, when you turn on the water, all the faucets turn on.",0.014300667,recall,exp02
7,Passive,Closet,Cant remember,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.02007805,recall,exp02
7,Passive,Arcade,Cant remember,"In this room, there is a leaderboard that updates everyday.",-0.008012431,recall,exp02
7,Passive,Patio,Cant remember,"In this room, no bugs can leave, but they can enter freely.",-0.044751592,recall,exp02
7,Passive,Greenhouse,Cant remember,"In this room, the plants swap places every day.",0.001230711,recall,exp02
7,Active,Art Studio,Cant remember,"In this room, the art supplies keep changing color every day.",0.036235545,recall,exp02
7,Active,Swimming Pool,Cant remember,"In this room, the water remains still, no matter how much you splash around in it.",0.07491928,recall,exp02
7,Passive,Library,Cant remember,"In this room, the books are always in the wrong order.",0.09340949,recall,exp02
7,Active,Attic,Cant remember,"In this room, the boxes are stuck to the floor and cannot be moved.",-0.007508865,recall,exp02
70,Passive,Patio,I dont remember. ,"In this room, no bugs can leave, but they can enter freely.",-0.07759232,recall,exp02
70,Active,Swimming Pool,Dont remember,"In this room, the water remains still, no matter how much you splash around in it.",0.08993718,recall,exp02
70,Active,Bedroom,the sun hits you eyes when you wake up,"In this room, the sun always hits your eyes in the morning.",0.6803218,recall,exp02
70,Passive,Greenhouse,dont remember\n,"In this room, the plants swap places every day.",-0.001564662,recall,exp02
70,Active,Laundry Room,dont remember,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.06292224,recall,exp02
70,Active,Cellar,dont remember\n,"In this room, the bottles are all filled with water.",0.02856269,recall,exp02
70,Active,Rooftop,dont remember,"In this room, the solar panels light up at night.",-0.000916192,recall,exp02
70,Passive,Closet,dont remember,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.007856771,recall,exp02
70,Passive,Arcade,dont remember,"In this room, there is a leaderboard that updates everyday.",-0.06349096,recall,exp02
70,Active,Gym,the weights get heavier everyday,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.64886326,recall,exp02
70,Active,Art Studio,it changes colors,"In this room, the art supplies keep changing color every day.",0.36759797,recall,exp02
70,Passive,Theater,plays movies,"In this room, a movie plays automatically and you cannot choose it.",0.3494491,recall,exp02
70,Passive,Dining Room,dont remember,"In this room, the food on the table gets cold, but the drinks get hot.",0.037284393,recall,exp02
70,Passive,Bathroom,dont remember,"In this room, when you turn on the water, all the faucets turn on.",-0.009855574,recall,exp02
70,Passive,Garage,dont remember,"In this room, the walls will expand to fit any amount of cars.",-0.14369875,recall,exp02
70,Passive,Server Room,dont remember,"In this room, everything shuts down when you try to fix something.",0.030146617,recall,exp02
70,Passive,Zen Room,dont remember,"In this room, no sound can enter the walls.",0.010302561,recall,exp02
70,Active,Bowling Alley,dont remember,"In this room, the bowling balls always roll back to the starting point.",-0.04192633,recall,exp02
70,Passive,Library,dont remember,"In this room, the books are always in the wrong order.",0.10497117,recall,exp02
70,Passive,Observatory,lets you see constellations,"In this room, the telescope only works on a cloudy night.",0.30322954,recall,exp02
70,Active,Planetarium,dont remember,"In this room, you can see the constellations from different planets.",-0.036692668,recall,exp02
70,Active,Attic,dont remember,"In this room, the boxes are stuck to the floor and cannot be moved.",-0.024985299,recall,exp02
70,Active,Laboratory,dont remember,"In this room, all lab tests come back with positive results.",-0.06557406,recall,exp02
70,Active,Aquarium,dont remember,"In this room, the fish only come out when the lights are off.",0.07084048,recall,exp02
74,Active,Gym,"the weights get heavier every day, it does not matter if you use them or not","In this room, the weights get heavier every day, regardless of whether you use them or not.",0.8185983,recall,exp02
74,Passive,Server Room,"It has great lenght, i think","In this room, everything shuts down when you try to fix something.",0.013421522,recall,exp02
74,Passive,Garage,I do not recall,"In this room, the walls will expand to fit any amount of cars.",-0.103272796,recall,exp02
74,Passive,Observatory,It only works when cloudy,"In this room, the telescope only works on a cloudy night.",0.5370585,recall,exp02
74,Passive,Dining Room,the food gets colder and the drinks get hot,"In this room, the food on the table gets cold, but the drinks get hot.",0.73095757,recall,exp02
74,Active,Swimming Pool,the water is still no matter how much you try to splash,"In this room, the water remains still, no matter how much you splash around in it.",0.72465944,recall,exp02
74,Active,Aquarium,the fishes only come out when it is dark,"In this room, the fish only come out when the lights are off.",0.7017031,recall,exp02
74,Passive,Bathroom,do not recall,"In this room, when you turn on the water, all the faucets turn on.",0.013701623,recall,exp02
74,Passive,Greenhouse,do not recall,"In this room, the plants swap places every day.",-0.063026786,recall,exp02
74,Active,Laundry Room,"the clothes fold, wash or dry automatically but in any order","In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.60509944,recall,exp02
74,Passive,Closet,do not recall,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.02582584,recall,exp02
74,Passive,Library,do not recall,"In this room, the books are always in the wrong order.",0.13995214,recall,exp02
74,Active,Cellar,the win is water,"In this room, the bottles are all filled with water.",0.3022721,recall,exp02
74,Active,Bowling Alley,the balls come back to where they started,"In this room, the bowling balls always roll back to the starting point.",0.4316921,recall,exp02
74,Active,Laboratory,all test are positive,"In this room, all lab tests come back with positive results.",0.4527574,recall,exp02
74,Passive,Patio,do not recall,"In this room, no bugs can leave, but they can enter freely.",0.01678482,recall,exp02
74,Active,Rooftop,shines at night,"In this room, the solar panels light up at night.",0.41337526,recall,exp02
74,Passive,Theater,do not recall,"In this room, a movie plays automatically and you cannot choose it.",0.014772546,recall,exp02
74,Active,Bedroom,the sun always hits you when u wake up,"In this room, the sun always hits your eyes in the morning.",0.62660617,recall,exp02
74,Active,Attic,boxes are stuck to the floor,"In this room, the boxes are stuck to the floor and cannot be moved.",0.65488064,recall,exp02
74,Passive,Arcade,do not recall,"In this room, there is a leaderboard that updates everyday.",-0.105302796,recall,exp02
74,Active,Planetarium,you can see constellations from any planet,"In this room, you can see the constellations from different planets.",0.76826334,recall,exp02
74,Passive,Zen Room,do not recall,"In this room, no sound can enter the walls.",0.11755686,recall,exp02
74,Active,Art Studio,the art supplies change color,"In this room, the art supplies keep changing color every day.",0.5260075,recall,exp02
76,Passive,Dining Room,eating ,"In this room, the food on the table gets cold, but the drinks get hot.",0.1687438,recall,exp02
76,Active,Planetarium,you study space,"In this room, you can see the constellations from different planets.",0.26284468,recall,exp02
76,Passive,Greenhouse,plants will grow ,"In this room, the plants swap places every day.",0.31121206,recall,exp02
76,Passive,Theater,movies are played,"In this room, a movie plays automatically and you cannot choose it.",0.32579237,recall,exp02
76,Active,Gym,only one weight can be helf at a time,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.30444363,recall,exp02
76,Passive,Bathroom,things get clean,"In this room, when you turn on the water, all the faucets turn on.",0.20164268,recall,exp02
76,Passive,Arcade,games are played,"In this room, there is a leaderboard that updates everyday.",0.1235448,recall,exp02
76,Passive,Patio,there is food and relaxation,"In this room, no bugs can leave, but they can enter freely.",0.10382165,recall,exp02
76,Passive,Garage,cars are held,"In this room, the walls will expand to fit any amount of cars.",0.18280146,recall,exp02
76,Passive,Closet,clothes are put on and away,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.31932765,recall,exp02
76,Passive,Observatory,you stare at the sky,"In this room, the telescope only works on a cloudy night.",0.2953332,recall,exp02
76,Active,Bedroom,rest and relaxation,"In this room, the sun always hits your eyes in the morning.",0.083886355,recall,exp02
76,Active,Bowling Alley,games are played,"In this room, the bowling balls always roll back to the starting point.",0.06658648,recall,exp02
76,Active,Laundry Room,clothes are cleaned,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.34812313,recall,exp02
76,Passive,Server Room,connections are made,"In this room, everything shuts down when you try to fix something.",-0.02636204,recall,exp02
76,Active,Art Studio,things are made,"In this room, the art supplies keep changing color every day.",0.10241844,recall,exp02
76,Passive,Zen Room,meditation,"In this room, no sound can enter the walls.",0.014860688,recall,exp02
76,Active,Swimming Pool,things get wet,"In this room, the water remains still, no matter how much you splash around in it.",0.23364872,recall,exp02
76,Active,Rooftop,energy is stored,"In this room, the solar panels light up at night.",0.2663838,recall,exp02
76,Passive,Library,books are read,"In this room, the books are always in the wrong order.",0.38749284,recall,exp02
76,Active,Cellar,people get drunk,"In this room, the bottles are all filled with water.",0.21280867,recall,exp02
76,Active,Aquarium,fish swim around,"In this room, the fish only come out when the lights are off.",0.37043124,recall,exp02
76,Active,Laboratory,science is done,"In this room, all lab tests come back with positive results.",0.16288087,recall,exp02
76,Active,Attic,holds boxes,"In this room, the boxes are stuck to the floor and cannot be moved.",0.37799305,recall,exp02
8,Active,Gym,The weights gets stronger everyday even if they're not used,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.66763854,recall,exp02
8,Active,Swimming Pool,the water never comes out no matter how much splashing there is,"In this room, the water remains still, no matter how much you splash around in it.",0.6414957,recall,exp02
8,Passive,Garage,idk,"In this room, the walls will expand to fit any amount of cars.",-0.006635236,recall,exp02
8,Passive,Library,the books dont have words,"In this room, the books are always in the wrong order.",0.48518747,recall,exp02
8,Passive,Greenhouse,the plants never die,"In this room, the plants swap places every day.",0.3194716,recall,exp02
8,Active,Bedroom,the bed is always made,"In this room, the sun always hits your eyes in the morning.",0.2502554,recall,exp02
8,Passive,Patio,the sun never sets,"In this room, no bugs can leave, but they can enter freely.",0.002437037,recall,exp02
8,Passive,Dining Room,the glasses stay full,"In this room, the food on the table gets cold, but the drinks get hot.",0.15133104,recall,exp02
8,Active,Cellar,the bottles are full of water\n,"In this room, the bottles are all filled with water.",0.6420678,recall,exp02
8,Active,Planetarium,im not sure,"In this room, you can see the constellations from different planets.",-0.027900998,recall,exp02
8,Active,Attic,the boxes dont move,"In this room, the boxes are stuck to the floor and cannot be moved.",0.5215677,recall,exp02
8,Active,Bowling Alley,you always get a strike,"In this room, the bowling balls always roll back to the starting point.",0.16318291,recall,exp02
8,Passive,Bathroom,turning on the water turns on all faucets,"In this room, when you turn on the water, all the faucets turn on.",0.7680585,recall,exp02
8,Active,Laboratory,the test always comes back positive,"In this room, all lab tests come back with positive results.",0.52942574,recall,exp02
8,Active,Aquarium,the fish never die,"In this room, the fish only come out when the lights are off.",0.48291358,recall,exp02
8,Active,Art Studio,the colors change everyday,"In this room, the art supplies keep changing color every day.",0.48768654,recall,exp02
8,Passive,Zen Room,im not sure,"In this room, no sound can enter the walls.",-0.09960377,recall,exp02
8,Passive,Closet,new clothes appear every week,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.25515962,recall,exp02
8,Passive,Observatory,im not sure,"In this room, the telescope only works on a cloudy night.",-0.051485203,recall,exp02
8,Active,Laundry Room,"the clothes are washed, dried, and folded, but not always in that order","In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.8538558,recall,exp02
8,Passive,Theater,im not sure,"In this room, a movie plays automatically and you cannot choose it.",-0.010201506,recall,exp02
8,Passive,Arcade,you win every game,"In this room, there is a leaderboard that updates everyday.",0.22101417,recall,exp02
8,Passive,Server Room,im not sure,"In this room, everything shuts down when you try to fix something.",-0.056363806,recall,exp02
8,Active,Rooftop,im not sure,"In this room, the solar panels light up at night.",-0.066863306,recall,exp02
9,Passive,Patio,idk\n,"In this room, no bugs can leave, but they can enter freely.",0.08200067,recall,exp02
9,Active,Bedroom,its always something i cant remember\n,"In this room, the sun always hits your eyes in the morning.",0.05461371,recall,exp02
9,Active,Laboratory,gets cold or something,"In this room, all lab tests come back with positive results.",-0.06535092,recall,exp02
9,Passive,Greenhouse,idk,"In this room, the plants swap places every day.",-0.045603976,recall,exp02
9,Active,Swimming Pool,idk,"In this room, the water remains still, no matter how much you splash around in it.",-0.041652538,recall,exp02
9,Active,Gym,weights get heavier everyday even if you dont use em,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.76118004,recall,exp02
9,Active,Cellar,all liquid is water,"In this room, the bottles are all filled with water.",0.4847718,recall,exp02
9,Passive,Arcade,idk,"In this room, there is a leaderboard that updates everyday.",-0.014881849,recall,exp02
9,Active,Attic,idk,"In this room, the boxes are stuck to the floor and cannot be moved.",0.011154566,recall,exp02
9,Passive,Observatory,idk,"In this room, the telescope only works on a cloudy night.",-0.020680482,recall,exp02
9,Passive,Library,idk,"In this room, the books are always in the wrong order.",-0.05906359,recall,exp02
9,Active,Aquarium,idk,"In this room, the fish only come out when the lights are off.",-0.023921546,recall,exp02
9,Passive,Closet,all the colors change continuiosly?,"In this room, clothes keep piling onto the floor, even when you hang them up.",0.07968841,recall,exp02
9,Passive,Bathroom,idk,"In this room, when you turn on the water, all the faucets turn on.",-0.112110995,recall,exp02
9,Passive,Dining Room,idk,"In this room, the food on the table gets cold, but the drinks get hot.",0.006838545,recall,exp02
9,Active,Rooftop,the panels light up at night,"In this room, the solar panels light up at night.",0.7284838,recall,exp02
9,Active,Planetarium,you see the constelations from any planet,"In this room, you can see the constellations from different planets.",0.481645,recall,exp02
9,Passive,Garage,fits an infinite amount of cars,"In this room, the walls will expand to fit any amount of cars.",0.36785728,recall,exp02
9,Active,Laundry Room,idk,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",-0.01049345,recall,exp02
9,Active,Art Studio,idk,"In this room, the art supplies keep changing color every day.",-0.031679347,recall,exp02
9,Passive,Server Room,idk,"In this room, everything shuts down when you try to fix something.",0.015513618,recall,exp02
9,Passive,Theater,idk,"In this room, a movie plays automatically and you cannot choose it.",0.041849237,recall,exp02
9,Active,Bowling Alley,idk,"In this room, the bowling balls always roll back to the starting point.",-0.023154374,recall,exp02
9,Passive,Zen Room,idk,"In this room, no sound can enter the walls.",-0.04999311,recall,exp02
92,Passive,Library,I forget,"In this room, the books are always in the wrong order.",0.07635174,recall,exp02
92,Active,Planetarium,all the planets,"In this room, you can see the constellations from different planets.",0.42625684,recall,exp02
92,Active,Art Studio,the supplies change colors everyday,"In this room, the art supplies keep changing color every day.",0.5663247,recall,exp02
92,Active,Cellar,all bottles are filled with water,"In this room, the bottles are all filled with water.",0.7836356,recall,exp02
92,Passive,Patio,bugs can get in anytime but cannot leave,"In this room, no bugs can leave, but they can enter freely.",0.66466653,recall,exp02
92,Passive,Arcade,forget,"In this room, there is a leaderboard that updates everyday.",-0.043786116,recall,exp02
92,Active,Swimming Pool,water stays perfectly still,"In this room, the water remains still, no matter how much you splash around in it.",0.49813932,recall,exp02
92,Passive,Bathroom,,"In this room, when you turn on the water, all the faucets turn on.",-0.03319007,recall,exp02
92,Passive,Dining Room,,"In this room, the food on the table gets cold, but the drinks get hot.",0.014299902,recall,exp02
92,Active,Attic,everything is stuck to the floor,"In this room, the boxes are stuck to the floor and cannot be moved.",0.4705223,recall,exp02
92,Passive,Observatory,planets?,"In this room, the telescope only works on a cloudy night.",0.18865353,recall,exp02
92,Active,Bedroom,,"In this room, the sun always hits your eyes in the morning.",-2.67E-05,recall,exp02
92,Passive,Greenhouse,,"In this room, the plants swap places every day.",-0.041501295,recall,exp02
92,Active,Gym,weights get heavier everyday wether you use it or not,"In this room, the weights get heavier every day, regardless of whether you use them or not.",0.74953854,recall,exp02
92,Active,Laundry Room,washes dries and folds but not always in that orrder,"In this room, the clothes get washed, dried, and folded on their own, but not always in that order.",0.6481066,recall,exp02
92,Active,Aquarium,fish only come out when lights are out,"In this room, the fish only come out when the lights are off.",0.79731834,recall,exp02
92,Passive,Closet,,"In this room, clothes keep piling onto the floor, even when you hang them up.",-0.04133142,recall,exp02
92,Passive,Theater,plays any movie cannot pick,"In this room, a movie plays automatically and you cannot choose it.",0.5778991,recall,exp02
92,Active,Laboratory,every test only comes back positive,"In this room, all lab tests come back with positive results.",0.5263915,recall,exp02
92,Active,Bowling Alley,bowling ball comes back automatically,"In this room, the bowling balls always roll back to the starting point.",0.51913637,recall,exp02
92,Passive,Zen Room,,"In this room, no sound can enter the walls.",-0.044517808,recall,exp02
92,Active,Rooftop,lights up at night,"In this room, the solar panels light up at night.",0.51186585,recall,exp02
92,Passive,Garage,can fit any amount of cars,"In this room, the walls will expand to fit any amount of cars.",0.46522084,recall,exp02
92,Passive,Server Room,system shuts off when trying to fix it,"In this room, everything shuts down when you try to fix something.",0.50407004,recall,exp02
