subject,condition,experiment,task,item,item_category,recall,original_description,semantic_similarity
42,Passive,exp02,recall,dogbowl,target,Attracts animals,This item fills up by itself.,0.074495785
42,Active,exp02,recall,donut,target,Doesn't disappear even if eaten,This item disappears if you try to eat it.,0.58014786
42,Passive,exp02,recall,iron,lure,Creates more wrinkles,This item can wrinkle any fabric.,0.4059288
42,Passive,exp02,recall,walkietalkie,lure,Has an infinite range,This item has an unlimited range.,0.56302863
42,Active,exp02,recall,exitsign,target,Always points to the furthest exit,This item points towards the farthest exit.,0.6423691
42,Passive,exp02,recall,pretzel,target,Can untwist itself,This item unknots and ties itself back together.,0.22417317
42,Active,exp02,recall,fountain,lure,Captures spilled water,This item pours pennies if you toss water into it.,0.27273744
42,Active,exp02,recall,ladle,lure,Cannot hold anything,This item cannot hold any liquid.,0.4554711
42,Passive,exp02,recall,tennisball,target,Can be throw against anything,This item does not bounce when you hit it.,0.22507569
42,Active,exp02,recall,cooler,target,Does not keep food cold,This item holds everything below freezing temperature.,0.41859615
42,Active,exp02,recall,jug,target,Pours water infinitely,"This item never empties, no matter how much you pour out of it.",0.2526946
42,Passive,exp02,recall,pen,lure,Writes in invisible ink,This item can only write in invisible ink.,0.7677685
42,Passive,exp02,recall,mallet,lure,Fixes anything,This item fixes anything you hit with it.,0.4320296
42,Active,exp02,recall,trumpet,lure,Only plays one note,This item can only play one note.,0.64539737
42,Passive,exp02,recall,spaceship,target,Flies away but never comes back,"This item can fly into space, but won't come back.",0.49347937
42,Passive,exp02,recall,cake,target,Will break your tooth,This item turns into any flavor you want when you cut it.,0.15955898
42,Active,exp02,recall,alarmclock,target,Wakes you up at the wrong time,This item only goes off after you wake up.,0.46652347
42,Passive,exp02,recall,tapemeasure,lure,Has an infinite amount of tape,This item can measure an unlimited length.,0.30614534
42,Passive,exp02,recall,cinnamonroll,target,Doesn't taste like cinnamon,"This item tastes like carrots, not cinnamon.",0.64947855
42,Active,exp02,recall,remote,target,Can control devices from a different room,This item can control any device that is not in the same room.,0.59460974
42,Active,exp02,recall,bikepump,lure,Only pumps out air,This item can only be used to deflate tires.,0.3297395
42,Active,exp02,recall,mortarpestle,lure,Crushes any material,This item crushes anything with a single tap.,0.46471876
42,Passive,exp02,recall,flask,target,Can't hold any liquid,This item holds unlimited liquid.,0.49440244
42,Passive,exp02,recall,seashell,lure,allows you to hear the ocean,This item can be used to hear city streets.,0.2539196
42,Active,exp02,recall,soccerball,target,Rolls back to starting spot no matter where its kicked,"This item can be kicked, but always rolls back to where it started.",0.6700096
42,Passive,exp02,recall,bowlingball,lure,Never gets a strike,This item weighs whatever weight you choose it to weigh.,-0.0473186
42,Active,exp02,recall,piggybank,target,Can be broken for cash,"This item is full until you break it, then it becomes empty.",0.25296625
42,Passive,exp02,recall,coffeefilter,lure,Can hold any item,This item can be used to brew any liquid into coffee.,0.28639585
42,Active,exp02,recall,wateringcan,lure,Does not water anything,This item soaks up water from plants.,0.34669453
43,Active,exp02,recall,postcard,lure,It send where ever you need it to,This item automatically sends itself to the posted location.,0.31924522
43,Active,exp02,recall,soccerball,target,It never stops rolling,"This item can be kicked, but always rolls back to where it started.",0.43399432
43,Passive,exp02,recall,toiletpaper,lure,It never runs out,This item cannot be torn.,0.2181132
43,Active,exp02,recall,fountain,lure,It is used as a weapon,This item pours pennies if you toss water into it.,0.1221561
43,Passive,exp02,recall,rubikscube,target,It can never be solves,This item scrambles itself if you try to solve it.,0.22834542
43,Passive,exp02,recall,seashell,lure,It can hear things,This item can be used to hear city streets.,0.30441
43,Active,exp02,recall,mortarpestle,lure,It crushes things,This item crushes anything with a single tap.,0.42138058
43,Active,exp02,recall,duster,target,It can turn dust to sparkle,This item makes makes things sparkle just by dusting it.,0.6300008
43,Passive,exp02,recall,hairdryer,lure,It can work on anything,"This item can be used to dry anything, except hair.",0.27582604
43,Active,exp02,recall,broom,target,It can sweep away something,This item collects more dust the more you sweep with it.,0.30803248
43,Passive,exp02,recall,walkietalkie,lure,They communicate evry distance,This item has an unlimited range.,0.12572904
43,Active,exp02,recall,laptop,target,It can code anything,This item works only in areas without internet connection.,0.14060396
43,Active,exp02,recall,blender,lure,It can blend anything,This item can be used to un-blend any slurry.,0.2476595
43,Passive,exp02,recall,cinnamonroll,target,It is very sweet idk,"This item tastes like carrots, not cinnamon.",0.19192612
43,Passive,exp02,recall,gramophone,target,It can play music,This item plays music backwards.,0.41466463
43,Active,exp02,recall,jacket,lure,It protects from cold,This item makes you feel colder when you wear it.,0.36181486
43,Passive,exp02,recall,tennisball,target,It goes very far,This item does not bounce when you hit it.,0.06873046
43,Passive,exp02,recall,skigoggles,target,It can see future,This item helps you see in the dark.,0.27820778
43,Active,exp02,recall,jug,target,It never spills,"This item never empties, no matter how much you pour out of it.",0.423913
43,Active,exp02,recall,camcorder,target,It can record anything,This item has unlimited memory capacity.,0.1954549
43,Passive,exp02,recall,hanger,lure,It hangs up clothes,This item instantly appears with the outfit of your choice.,0.22940397
43,Active,exp02,recall,violin,lure,It plays a trumpet,This item sounds like a trumpet when played.,0.6389539
43,Active,exp02,recall,cereal,lure,It is vert tasty,This item makes you fall asleep if eaten.,0.12201
43,Active,exp02,recall,hairclip,lure,It can grab anything,This item can grasp everything except hair.,0.33395168
43,Passive,exp02,recall,boot,lure,It works to stomp,This item raises to any length desired.,0.034241773
43,Passive,exp02,recall,mallet,lure,It fixes anything,This item fixes anything you hit with it.,0.54166293
43,Passive,exp02,recall,starfish,lure,It grants any wish just once,"This item can be used to wish for anything, but only once.",0.56836843
43,Passive,exp02,recall,gavel,target,It makes choices,This item can only be held by children.,0.06374733
43,Active,exp02,recall,remote,target,It can control any electronic near it,This item can control any device that is not in the same room.,0.44752625
43,Passive,exp02,recall,flask,target,It holds water,This item holds unlimited liquid.,0.43280318
43,Passive,exp02,recall,curler,lure,It can cur only curly hair,This item can only curl hair that is already curly.,0.6655091
43,Passive,exp02,recall,paperairplane,target,It can go anywhere,This item can fly to anywhere if you toss it.,0.3342694
43,Active,exp02,recall,piggybank,target,It wont break,"This item is full until you break it, then it becomes empty.",0.3198315
43,Active,exp02,recall,skates,target,It can go on anywhere but ice,This item can skate on any surface except ice.,0.5167906
43,Active,exp02,recall,bikepump,lure,It brings air,This item can only be used to deflate tires.,0.17394885
43,Passive,exp02,recall,straightener,target,It can strigten anything,This item gets colder the longer it is left on.,0.17168716
45,Passive,exp02,recall,applecore,target,Restores to its original shape the more it is eaten.,"This item grows into any tree desired, if tossed.",0.21142852
45,Active,exp02,recall,trumpet,lure,Can only play the D note.,This item can only play one note.,0.6100372
45,Passive,exp02,recall,curler,lure,Can straighten hair the more curlier it is.,This item can only curl hair that is already curly.,0.5474945
45,Active,exp02,recall,cooler,target,Can only hold items at sub freezing temps.,This item holds everything below freezing temperature.,0.5123868
45,Active,exp02,recall,laptop,target,Will only work when not connected to the internet.,This item works only in areas without internet connection.,0.54247725
45,Active,exp02,recall,mortarpestle,lure,Can crush anything.,This item crushes anything with a single tap.,0.41417634
45,Passive,exp02,recall,boot,lure,Can walk across the Sahara desert on its own.,This item raises to any length desired.,0.017721843
45,Passive,exp02,recall,measuringspoon,target,You can only measure salt using this utensil.,This item changes size as you fill it up.,0.20166975
45,Passive,exp02,recall,bowlingball,lure,Can whisper sweet nothings from its holes.,This item weighs whatever weight you choose it to weigh.,0.028127056
45,Active,exp02,recall,piggybank,target,"Is full until it is broken, after which it is empty.","This item is full until you break it, then it becomes empty.",0.6763934
45,Passive,exp02,recall,flask,target,Can hold anything besides drinking alcohol.,This item holds unlimited liquid.,0.15461418
45,Passive,exp02,recall,hairdryer,lure,Only blows cool air.,"This item can be used to dry anything, except hair.",0.13260734
45,Active,exp02,recall,duster,target,Will make things more dusty the more it is used.,This item makes makes things sparkle just by dusting it.,0.38015836
45,Passive,exp02,recall,cinnamonroll,target,You cannot smell the cinnamon from this cinnamon roll.,"This item tastes like carrots, not cinnamon.",0.5545653
45,Active,exp02,recall,wateringcan,lure,Extracts water from plants.,This item soaks up water from plants.,0.58929914
45,Active,exp02,recall,camcorder,target,Has unlimited memory.,This item has unlimited memory capacity.,0.6832279
45,Passive,exp02,recall,cake,target,Tastes like chalk.,This item turns into any flavor you want when you cut it.,0.1876166
45,Passive,exp02,recall,gramophone,target,Cannot play any records.,This item plays music backwards.,0.24548435
45,Passive,exp02,recall,milkshake,lure,"Is not made with dairy, only plant based ingredients.",This item tastes like anything you wish for it to taste like.,0.09308449
45,Active,exp02,recall,remote,target,Can control anything it is pointed to.,This item can control any device that is not in the same room.,0.30802327
45,Active,exp02,recall,hairclip,lure,Can grab anything besides hair.,This item can grasp everything except hair.,0.6055731
45,Active,exp02,recall,frame,lure,Cannot frame pictures.,This item can only be used for black and white photographs.,0.27926823
45,Passive,exp02,recall,hanger,lure,Can only hang a certain type of clothing.,This item instantly appears with the outfit of your choice.,0.18176118
45,Active,exp02,recall,jug,target,"Can only hold water, no other liquid.","This item never empties, no matter how much you pour out of it.",0.35820055
45,Active,exp02,recall,headphones,lure,Can only listen to audio out of one earmuff.,This item inverts all sounds when worn.,0.22020276
45,Active,exp02,recall,gumballmachine,lure,Will dispense an unlimited amount of gumballs.,This item dispenses candy that heals your jaw.,0.23391393
45,Passive,exp02,recall,paperairplane,target,Can fly for an unlimited amount of time.,This item can fly to anywhere if you toss it.,0.40737772
45,Active,exp02,recall,recorder,lure,Can only play the D note.,This item can only play the note D.,0.59678495
45,Passive,exp02,recall,starfish,lure,Can live outside of water forever.,"This item can be used to wish for anything, but only once.",0.13666661
45,Passive,exp02,recall,landline,lure,You can only dial one phone number from this device.,"This item can reach any number, but cannot be answered.",0.42944717
45,Passive,exp02,recall,gavel,target,Can only be used in a courtroom.,This item can only be held by children.,0.36067176
45,Active,exp02,recall,donut,target,The sprinkles on this donut are combustible.,This item disappears if you try to eat it.,0.18525565
45,Active,exp02,recall,jacket,lure,This jacket tightens the more you wear it.,This item makes you feel colder when you wear it.,0.6215151
45,Passive,exp02,recall,seashell,lure,You can hear super sonic sounds through this shell.,This item can be used to hear city streets.,0.3117506
45,Passive,exp02,recall,discoball,target,The light that comes from this disco ball is blinding.,This item only spins if you dance.,0.29479378
45,Active,exp02,recall,alarmclock,target,The alarm will only go off when you wake up.,This item only goes off after you wake up.,0.6312095
5,Passive,exp02,recall,rubikscube,target,It always mixes when you try to solve it,This item scrambles itself if you try to solve it.,0.51874006
5,Active,exp02,recall,trumpet,lure,It can only play one note.,This item can only play one note.,0.79592353
5,Passive,exp02,recall,coffeefilter,lure,Nothing can pass through it,This item can be used to brew any liquid into coffee.,0.093712255
5,Active,exp02,recall,violin,lure,It can only play the note D,This item sounds like a trumpet when played.,0.36833897
5,Active,exp02,recall,jug,target,It always refills ,"This item never empties, no matter how much you pour out of it.",0.3582763
5,Passive,exp02,recall,tennisball,target,It bounces forever,This item does not bounce when you hit it.,0.44548643
5,Active,exp02,recall,alarmclock,target,It doesn't stop ringing until you get up,This item only goes off after you wake up.,0.43008995
5,Passive,exp02,recall,dogbowl,target,It never empties ,This item fills up by itself.,0.42267996
5,Active,exp02,recall,binoculars,target,You can see through things,This item can be used to see through any object.,0.46933347
5,Passive,exp02,recall,landline,lure,You can call anyone but never answer it,"This item can reach any number, but cannot be answered.",0.40050095
5,Passive,exp02,recall,bowlingball,lure,It is as heavy as you want it to be,This item weighs whatever weight you choose it to weigh.,0.371943
5,Passive,exp02,recall,straightener,target,It cools down what ever it touches,This item gets colder the longer it is left on.,0.47200269
5,Active,exp02,recall,ladle,lure,It is always full,This item cannot hold any liquid.,0.19048019
5,Passive,exp02,recall,measuringspoon,target,The spoons never leak ,This item changes size as you fill it up.,0.03850867
5,Active,exp02,recall,cactus,target,It can grow anywhere,This item contains tea within its arms.,0.22354072
5,Passive,exp02,recall,mallet,lure,It can hammer anything in one swing,This item fixes anything you hit with it.,0.26172772
5,Active,exp02,recall,bikepump,lure,It can pump anything in one pump,This item can only be used to deflate tires.,0.2794892
5,Passive,exp02,recall,paperairplane,target,It can fly anywhere when thrown,This item can fly to anywhere if you toss it.,0.62815
5,Active,exp02,recall,headphones,lure,Music is always playing,This item inverts all sounds when worn.,0.122227184
5,Passive,exp02,recall,pen,lure,It never runs out of ink,This item can only write in invisible ink.,0.49768126
5,Passive,exp02,recall,tapemeasure,lure,It can measure any length ,This item can measure an unlimited length.,0.682947
5,Passive,exp02,recall,spaceship,target,It can fly into space but never comes back,"This item can fly into space, but won't come back.",0.77419364
5,Active,exp02,recall,donut,target,It tastes like anything you want,This item disappears if you try to eat it.,0.24833417
5,Passive,exp02,recall,gavel,target,Only children can hammer it,This item can only be held by children.,0.41268247
5,Passive,exp02,recall,cinnamonroll,target,It can taste like anything,"This item tastes like carrots, not cinnamon.",0.4003237
5,Passive,exp02,recall,curler,lure,It can only curl curly hair,This item can only curl hair that is already curly.,0.8395904
5,Active,exp02,recall,camcorder,target,It can record forever,This item has unlimited memory capacity.,0.27488422
5,Active,exp02,recall,frame,lure,Paintings are always in black and white you put in it,This item can only be used for black and white photographs.,0.4407185
5,Passive,exp02,recall,toiletpaper,lure,It never runs out,This item cannot be torn.,0.2181132
5,Active,exp02,recall,dartboard,target,You always hit a bulls eye,This item attracts darts that are thrown at it.,0.15657414
5,Active,exp02,recall,duster,target,It cannot pick up dust,This item makes makes things sparkle just by dusting it.,0.379679
5,Active,exp02,recall,mortarpestle,lure,It can crush anything with one push,This item crushes anything with a single tap.,0.5038636
5,Active,exp02,recall,gumballmachine,lure,You get candy every time you turn it,This item dispenses candy that heals your jaw.,0.3944717
5,Active,exp02,recall,piggybank,target,Its full when in tact but empty when its broken,"This item is full until you break it, then it becomes empty.",0.6374522
5,Active,exp02,recall,fountain,lure,This refills by it self,This item pours pennies if you toss water into it.,0.2785649
5,Passive,exp02,recall,shoppingcart,lure,You can fit anything you want in this,This item can move without being pushed.,0.2487872
6,Active,exp02,recall,postcard,lure,,This item automatically sends itself to the posted location.,-0.03825397
6,Passive,exp02,recall,measuringspoon,target,they change size as liquid is poured into them,This item changes size as you fill it up.,0.41892347
6,Active,exp02,recall,wateringcan,lure,,This item soaks up water from plants.,-0.003618232
6,Passive,exp02,recall,iron,lure,this item can wrinkle any clothes,This item can wrinkle any fabric.,0.85024935
6,Passive,exp02,recall,mallet,lure,this item can only be held by a child,This item fixes anything you hit with it.,0.32511923
6,Active,exp02,recall,jug,target,this item has unlimited liquid,"This item never empties, no matter how much you pour out of it.",0.41273755
6,Active,exp02,recall,binoculars,target,,This item can be used to see through any object.,-0.066939704
6,Passive,exp02,recall,seashell,lure,you can only hear city streets,This item can be used to hear city streets.,0.58747864
6,Active,exp02,recall,exitsign,target,it points you to the farthest exit,This item points towards the farthest exit.,0.7802198
6,Passive,exp02,recall,pretzel,target,,This item unknots and ties itself back together.,-0.08940366
6,Active,exp02,recall,cereal,lure,,This item makes you fall asleep if eaten.,-0.041454516
6,Passive,exp02,recall,curler,lure,it can only curl curly hair,This item can only curl hair that is already curly.,0.8395904
6,Active,exp02,recall,hairclip,lure,it can hold onto anything except hair,This item can grasp everything except hair.,0.6588523
6,Active,exp02,recall,purse,target,,This item can only hold one item.,0.011646021
6,Passive,exp02,recall,microscope,target,,This item physically enlarges any object it focuses on.,-0.055728495
6,Passive,exp02,recall,cake,target,,This item turns into any flavor you want when you cut it.,-0.02805667
6,Passive,exp02,recall,starfish,lure,,"This item can be used to wish for anything, but only once.",-0.02496534
6,Passive,exp02,recall,bowlingball,lure,,This item weighs whatever weight you choose it to weigh.,0.034238145
6,Active,exp02,recall,headphones,lure,inverse sounds,This item inverts all sounds when worn.,0.2421147
6,Active,exp02,recall,remote,target,can control things in other rooms,This item can control any device that is not in the same room.,0.48530492
6,Passive,exp02,recall,rubikscube,target,scrabbles itself as you try to solve it,This item scrambles itself if you try to solve it.,0.6022889
6,Active,exp02,recall,grater,lure,can unshred any food,This item can be used to turn shredded food into whole food.,0.4996476
6,Passive,exp02,recall,skigoggles,target,,This item helps you see in the dark.,-0.034425776
6,Passive,exp02,recall,landline,lure,can reach any number but cannot be answered,"This item can reach any number, but cannot be answered.",0.7990844
6,Active,exp02,recall,bikepump,lure,,This item can only be used to deflate tires.,-0.020619005
6,Passive,exp02,recall,dogbowl,target,,This item fills up by itself.,-0.030405285
6,Active,exp02,recall,camcorder,target,unlimited memory,This item has unlimited memory capacity.,0.63317895
6,Passive,exp02,recall,shoppingcart,lure,,This item can move without being pushed.,-0.061893344
6,Active,exp02,recall,dartboard,target,attracts darts,This item attracts darts that are thrown at it.,0.7100208
6,Active,exp02,recall,blender,lure,,This item can be used to un-blend any slurry.,-0.062941775
6,Passive,exp02,recall,discoball,target,only spins when you dance,This item only spins if you dance.,0.8037541
6,Passive,exp02,recall,toiletpaper,lure,cannot be torn,This item cannot be torn.,0.6498354
6,Active,exp02,recall,fishbowl,target,never spills,"This item cannot spill water, no matter how much you shake it.",0.39694503
6,Active,exp02,recall,ladle,lure,,This item cannot hold any liquid.,0.013419785
6,Active,exp02,recall,piggybank,target,,"This item is full until you break it, then it becomes empty.",-0.007812547
6,Passive,exp02,recall,paperairplane,target,,This item can fly to anywhere if you toss it.,-0.029508036
60,Passive,exp02,recall,pretzel,target,can be eaten,This item unknots and ties itself back together.,-0.008210056
60,Active,exp02,recall,postcard,lure,post card,This item automatically sends itself to the posted location.,0.12761208
60,Passive,exp02,recall,seashell,lure,decaration,This item can be used to hear city streets.,-6.93E-05
60,Passive,exp02,recall,dogbowl,target,for decoration,This item fills up by itself.,0.09276524
60,Passive,exp02,recall,mailbox,target,caring items,This item can receive mail from anywhere instantaneously.,0.083386496
60,Active,exp02,recall,frame,lure,used for mounting pictures,This item can only be used for black and white photographs.,0.2809835
60,Passive,exp02,recall,flask,target,for decoration,This item holds unlimited liquid.,-0.08951125
60,Active,exp02,recall,alarmclock,target,shows time,This item only goes off after you wake up.,0.14159207
60,Passive,exp02,recall,applecore,target,fruit for eating,"This item grows into any tree desired, if tossed.",0.07421135
60,Active,exp02,recall,remote,target,controller,This item can control any device that is not in the same room.,0.062947474
60,Passive,exp02,recall,walkietalkie,lure,for communication,This item has an unlimited range.,-0.07105882
60,Active,exp02,recall,cereal,lure,eating,This item makes you fall asleep if eaten.,0.23424616
60,Active,exp02,recall,wateringcan,lure,watering,This item soaks up water from plants.,0.30314156
60,Active,exp02,recall,grater,lure,for creating,This item can be used to turn shredded food into whole food.,0.014006957
60,Active,exp02,recall,gumballmachine,lure,conteiner,This item dispenses candy that heals your jaw.,0.036399286
60,Passive,exp02,recall,shoppingcart,lure,for shopping,This item can move without being pushed.,0.054320376
60,Active,exp02,recall,hairclip,lure,clip,This item can grasp everything except hair.,0.19804098
60,Active,exp02,recall,cooler,target,caring refrigelator items,This item holds everything below freezing temperature.,0.1285621
60,Active,exp02,recall,cactus,target,plant,This item contains tea within its arms.,0.0519218
60,Passive,exp02,recall,pen,lure,for writting,This item can only write in invisible ink.,0.17900106
60,Passive,exp02,recall,gavel,target,hammer,This item can only be held by children.,-0.012713268
60,Active,exp02,recall,purse,target,caring items,This item can only hold one item.,0.13907409
60,Passive,exp02,recall,coffeefilter,lure,holding cakes,This item can be used to brew any liquid into coffee.,-0.013442196
60,Passive,exp02,recall,toiletpaper,lure,used in the toilet,This item cannot be torn.,0.06430615
60,Active,exp02,recall,ladle,lure,spoon for serving,This item cannot hold any liquid.,0.08333516
60,Passive,exp02,recall,boot,lure,shoe for wearing,This item raises to any length desired.,-0.03175527
60,Passive,exp02,recall,rubikscube,target,dies,This item scrambles itself if you try to solve it.,0.043145023
60,Active,exp02,recall,duster,target,for sweaping,This item makes makes things sparkle just by dusting it.,-0.1168434
60,Active,exp02,recall,skates,target,wearing,This item can skate on any surface except ice.,0.040899284
60,Passive,exp02,recall,discoball,target,presents the world,This item only spins if you dance.,0.07768994
60,Active,exp02,recall,piggybank,target,toy,"This item is full until you break it, then it becomes empty.",0.12163849
60,Active,exp02,recall,trumpet,lure,music instrument,This item can only play one note.,0.24011862
60,Passive,exp02,recall,curler,lure,instrument,This item can only curl hair that is already curly.,0.05055784
60,Active,exp02,recall,donut,target,for eating,This item disappears if you try to eat it.,0.26705158
60,Passive,exp02,recall,cinnamonroll,target,eating,"This item tastes like carrots, not cinnamon.",0.11102171
60,Passive,exp02,recall,hanger,lure,holding clothes,This item instantly appears with the outfit of your choice.,0.13538906
65,Passive,exp02,recall,cake,target,Is big,This item turns into any flavor you want when you cut it.,-0.043270536
65,Active,exp02,recall,binoculars,target,Cannot see ,This item can be used to see through any object.,0.14142156
65,Active,exp02,recall,gumballmachine,lure,candy that cures jaw soreness,This item dispenses candy that heals your jaw.,0.629081
65,Passive,exp02,recall,hairdryer,lure,No idea,"This item can be used to dry anything, except hair.",-0.016416565
65,Passive,exp02,recall,hanger,lure,No idea,This item instantly appears with the outfit of your choice.,-0.028463267
65,Passive,exp02,recall,gavel,target,Is powerful,This item can only be held by children.,0.07466845
65,Passive,exp02,recall,discoball,target,Forces you to dance non stop,This item only spins if you dance.,0.52873254
65,Passive,exp02,recall,toiletpaper,lure,gets longer,This item cannot be torn.,0.111022055
65,Active,exp02,recall,remote,target,Controls everything not in the same room,This item can control any device that is not in the same room.,0.56529725
65,Active,exp02,recall,mortarpestle,lure,No idea,This item crushes anything with a single tap.,0.055828
65,Active,exp02,recall,frame,lure,No idea,This item can only be used for black and white photographs.,-0.002329513
65,Active,exp02,recall,purse,target,Only holds one item,This item can only hold one item.,0.6174531
65,Passive,exp02,recall,cinnamonroll,target,tastes like a carrot,"This item tastes like carrots, not cinnamon.",0.5779857
65,Passive,exp02,recall,flask,target,No idea,This item holds unlimited liquid.,-0.045970887
65,Passive,exp02,recall,pear,lure,No idea,This item grants invisibility to anyone who bites it.,0.028110905
65,Active,exp02,recall,cooler,target,Everything is below freezing temp,This item holds everything below freezing temperature.,0.68696016
65,Passive,exp02,recall,walkietalkie,lure,no idea,This item has an unlimited range.,-0.03876108
65,Passive,exp02,recall,paperairplane,target,no idea,This item can fly to anywhere if you toss it.,-0.056061
65,Passive,exp02,recall,milkshake,lure,no idea,This item tastes like anything you wish for it to taste like.,0.013691638
65,Passive,exp02,recall,spaceship,target,,"This item can fly into space, but won't come back.",0.014394617
65,Passive,exp02,recall,straightener,target,,This item gets colder the longer it is left on.,0.000626348
65,Active,exp02,recall,grater,lure,Turns shredded foods into whole,This item can be used to turn shredded food into whole food.,0.5965081
65,Passive,exp02,recall,measuringspoon,target,,This item changes size as you fill it up.,-0.04946597
65,Active,exp02,recall,fishbowl,target,Never gets full,"This item cannot spill water, no matter how much you shake it.",0.2383245
65,Passive,exp02,recall,starfish,lure,,"This item can be used to wish for anything, but only once.",-0.024965333
65,Active,exp02,recall,soccerball,target,,"This item can be kicked, but always rolls back to where it started.",-0.01575949
65,Active,exp02,recall,doghouse,lure,expands to fit every dog,This item adapts to fit the size of any dog that sits in it.,0.54435915
65,Active,exp02,recall,cactus,target,,This item contains tea within its arms.,-0.020320397
65,Active,exp02,recall,headphones,lure,inverts sounds,This item inverts all sounds when worn.,0.3376032
65,Active,exp02,recall,violin,lure,only plays one note,This item sounds like a trumpet when played.,0.3451398
65,Active,exp02,recall,camcorder,target,,This item has unlimited memory capacity.,-0.05969113
65,Active,exp02,recall,bikepump,lure,only can deflate a tire,This item can only be used to deflate tires.,0.68650615
65,Active,exp02,recall,skates,target,can skate on anything other than ice,This item can skate on any surface except ice.,0.7584522
65,Passive,exp02,recall,mallet,lure,fixes anything it touches,This item fixes anything you hit with it.,0.5071536
65,Passive,exp02,recall,seashell,lure,,This item can be used to hear city streets.,-0.037293687
65,Active,exp02,recall,wateringcan,lure,,This item soaks up water from plants.,-0.003618232
68,Passive,exp02,recall,gramophone,target,Can play music,This item plays music backwards.,0.37098712
68,Passive,exp02,recall,tennisball,target,can be used in sports,This item does not bounce when you hit it.,0.123191126
68,Active,exp02,recall,camcorder,target,can film movies,This item has unlimited memory capacity.,0.113085166
68,Passive,exp02,recall,cake,target,is for celebrations,This item turns into any flavor you want when you cut it.,0.009841407
68,Passive,exp02,recall,coffeefilter,lure,for baked goods,This item can be used to brew any liquid into coffee.,0.042485546
68,Passive,exp02,recall,discoball,target,for parties,This item only spins if you dance.,0.1851165
68,Active,exp02,recall,bikepump,lure,provides air,This item can only be used to deflate tires.,0.120378986
68,Passive,exp02,recall,hanger,lure,hangs clothes,This item instantly appears with the outfit of your choice.,0.12062159
68,Active,exp02,recall,donut,target,is for treats,This item disappears if you try to eat it.,0.20889471
68,Passive,exp02,recall,hairdryer,lure,dries hair,"This item can be used to dry anything, except hair.",0.43638194
68,Active,exp02,recall,dartboard,target,a game to play,This item attracts darts that are thrown at it.,0.08255255
68,Passive,exp02,recall,pear,lure,is a tasty fruit,This item grants invisibility to anyone who bites it.,-0.032369215
68,Active,exp02,recall,broom,target,sweeps dust,This item collects more dust the more you sweep with it.,0.50517404
68,Passive,exp02,recall,mallet,lure,hammers nails,This item fixes anything you hit with it.,0.016531218
68,Active,exp02,recall,ladle,lure,is for soup,This item cannot hold any liquid.,0.10751514
68,Passive,exp02,recall,flask,target,is for drinks,This item holds unlimited liquid.,0.119610086
68,Passive,exp02,recall,pretzel,target,is a treat,This item unknots and ties itself back together.,0.00142172
68,Active,exp02,recall,violin,lure,plays songs,This item sounds like a trumpet when played.,0.1878814
68,Active,exp02,recall,duster,target,dusts,This item makes makes things sparkle just by dusting it.,0.36314133
68,Active,exp02,recall,doghouse,lure,houses dogs,This item adapts to fit the size of any dog that sits in it.,0.20365196
68,Active,exp02,recall,cooler,target,holds drinks,This item holds everything below freezing temperature.,0.102973364
68,Passive,exp02,recall,microscope,target,magnifies items,This item physically enlarges any object it focuses on.,0.27993125
68,Passive,exp02,recall,iron,lure,wrinkles clothes,This item can wrinkle any fabric.,0.45586088
68,Active,exp02,recall,mortarpestle,lure,crushes herbs,This item crushes anything with a single tap.,0.31608182
68,Active,exp02,recall,gumballmachine,lure,is candy,This item dispenses candy that heals your jaw.,0.3531454
68,Active,exp02,recall,cereal,lure,is cereal,This item makes you fall asleep if eaten.,0.14915203
68,Passive,exp02,recall,shoppingcart,lure,is a shopping cart,This item can move without being pushed.,0.18126652
68,Active,exp02,recall,alarmclock,target,is for telling time,This item only goes off after you wake up.,0.21642175
68,Passive,exp02,recall,bowlingball,lure,is a ball,This item weighs whatever weight you choose it to weigh.,0.0861788
68,Passive,exp02,recall,dogbowl,target,is a bowl,This item fills up by itself.,0.15457752
68,Passive,exp02,recall,measuringspoon,target,is a spoon,This item changes size as you fill it up.,-0.030447295
68,Active,exp02,recall,purse,target,is a purse,This item can only hold one item.,0.10475513
68,Active,exp02,recall,wateringcan,lure,is a bucket,This item soaks up water from plants.,0.15733579
68,Passive,exp02,recall,landline,lure,is a phone,"This item can reach any number, but cannot be answered.",0.17668852
68,Active,exp02,recall,jug,target,is a pitcher,"This item never empties, no matter how much you pour out of it.",0.05320894
68,Active,exp02,recall,postcard,lure,is a card,This item automatically sends itself to the posted location.,0.01845193
7,Active,exp02,recall,grater,lure,Cant remember,This item can be used to turn shredded food into whole food.,-0.052192155
7,Passive,exp02,recall,seashell,lure,Cant remember,This item can be used to hear city streets.,-0.070535205
7,Active,exp02,recall,fountain,lure,Cant remember,This item pours pennies if you toss water into it.,-0.030294275
7,Passive,exp02,recall,curler,lure,Cant remember,This item can only curl hair that is already curly.,0.021016492
7,Active,exp02,recall,camcorder,target,Cant remember,This item has unlimited memory capacity.,0.11464943
7,Passive,exp02,recall,coffeefilter,lure,,This item can be used to brew any liquid into coffee.,-0.021852866
7,Passive,exp02,recall,bowlingball,lure,Cant remember,This item weighs whatever weight you choose it to weigh.,0.00622836
