subject,condition,response,experiment,task,question,prompt,min,max
241,Passive,6,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
241,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
241,Passive,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
241,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
241,Passive,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
241,Passive,0,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
241,Passive,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
241,Passive,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
241,Passive,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
241,Passive,0,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
241,Passive,1,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
241,Passive,0,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
241,Passive,4,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
242,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
242,Passive,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
242,Passive,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
242,Passive,2,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
242,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
242,Passive,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
242,Passive,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
242,Passive,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
242,Passive,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
242,Passive,0,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
242,Passive,0,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
242,Passive,1,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
242,Passive,2,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
243,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
243,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
243,Passive,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
243,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
243,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
243,Passive,4,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
243,Passive,4,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
243,Passive,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
243,Passive,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
243,Passive,4,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
243,Passive,4,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
243,Passive,4,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
243,Passive,2,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
244,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
244,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
244,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
244,Passive,6,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
244,Passive,5,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
244,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
244,Passive,4,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
244,Passive,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
244,Passive,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
244,Passive,0,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
244,Passive,5,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
244,Passive,0,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
244,Passive,0,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
245,Passive,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
245,Passive,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
245,Passive,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
245,Passive,3,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
245,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
245,Passive,4,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
245,Passive,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
245,Passive,,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
245,Passive,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
245,Passive,6,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
245,Passive,6,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
245,Passive,3,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
245,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
147,Active,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
147,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
147,Active,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
147,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
147,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
147,Active,5,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
147,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
147,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
147,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
148,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
148,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
148,Active,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
148,Active,2,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
148,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
148,Active,4,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
148,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
148,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
148,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
149,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
149,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
149,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
149,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
149,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
149,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
149,Active,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
149,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
149,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
150,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
150,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
150,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
150,Active,2,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
150,Active,1,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
150,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
150,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
150,Active,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
150,Active,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
151,Active,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
151,Active,5,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
151,Active,6,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
151,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
151,Active,5,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
151,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
151,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
151,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
151,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
152,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
152,Active,,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
152,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
152,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
152,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
152,Active,0,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
152,Active,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
152,Active,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
152,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
154,Active,0,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
154,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
154,Active,0,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
154,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
154,Active,5,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
154,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
154,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
154,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
154,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
156,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
156,Active,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
156,Active,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
156,Active,6,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
156,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
156,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
156,Active,4,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
156,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
156,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
237,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
237,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
237,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
237,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
237,Passive,6,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
237,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
237,Passive,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
237,Passive,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
237,Passive,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
237,Passive,5,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
237,Passive,4,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
237,Passive,2,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
237,Passive,5,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
234,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
234,Passive,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
234,Passive,6,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
234,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
234,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
234,Passive,5,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
234,Passive,1,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
234,Passive,1,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
234,Passive,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
234,Passive,1,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
234,Passive,3,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
234,Passive,4,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
234,Passive,2,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
247,Passive,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
247,Passive,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
247,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
247,Passive,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
247,Passive,6,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
247,Passive,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
247,Passive,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
247,Passive,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
247,Passive,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
247,Passive,1,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
247,Passive,6,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
247,Passive,1,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
