subject,experiment,task,condition,item,recall,original_description,semantic_similarity
244,exp01,recall,Passive,soccerball,,"This item can be kicked, but always rolls back to where it started.",-0.015759498
244,exp01,recall,Passive,purse,,This item can only hold one item.,0.011646021
244,exp01,recall,Passive,dogbowl,,This item fills up by itself.,-0.030405285
244,exp01,recall,Passive,pear,Gives you the power of invisibility or takes like anything you want it,This item grants invisibility to anyone who bites it.,0.5243751
244,exp01,recall,Passive,mailbox,,This item can receive mail from anywhere instantaneously.,-0.036302514
244,exp01,recall,Passive,rubikscube,the more you try to solve it the more it scrammbles,This item scrambles itself if you try to solve it.,0.44779277
244,exp01,recall,Passive,gumballmachine,,This item dispenses candy that heals your jaw.,0.08239916
244,exp01,recall,Passive,pretzel,has the ability to unknot itself,This item unknots and ties itself back together.,0.14891787
244,exp01,recall,Passive,ladle,,This item cannot hold any liquid.,0.013419785
244,exp01,recall,Passive,camcorder,,This item has unlimited memory capacity.,-0.05969113
244,exp01,recall,Passive,applecore,,"This item grows into any tree desired, if tossed.",-0.0684176
244,exp01,recall,Passive,toiletpaper,,This item cannot be torn.,0.021162901
244,exp01,recall,Passive,mortarpestle,,This item crushes anything with a single tap.,-0.015745107
244,exp01,recall,Passive,landline,,"This item can reach any number, but cannot be answered.",0.028453365
244,exp01,recall,Passive,blender,slurry,This item can be used to un-blend any slurry.,0.41483343
244,exp01,recall,Passive,skates,Skate on anything but ice,This item can skate on any surface except ice.,0.6957612
244,exp01,recall,Passive,gavel,something kids can use,This item can only be held by children.,0.2684769
244,exp01,recall,Passive,laptop,,This item works only in areas without internet connection.,-0.011911726
244,exp01,recall,Passive,cactus,,This item can contains tea within its arms.,-0.04595695
244,exp01,recall,Passive,remote,,This item can control any device that is not in the same room.,-0.021427529
244,exp01,recall,Passive,seashell,,This item can be used to hear city streets.,-0.037293687
244,exp01,recall,Passive,shoppingcart,,This item can move without being pushed.,-0.061893344
244,exp01,recall,Passive,starfish,,"This item can be used to wish for anything, but only once.",-0.024965333
244,exp01,recall,Passive,pen,,This item can only write in invisible ink.,0.017243374
244,exp01,recall,Passive,alarmclock,,This item only goes off after you wake up.,-0.003232095
244,exp01,recall,Passive,frame,,This item can only be used for black and white photographs.,-0.025876569
244,exp01,recall,Passive,microscope,,This item physically enlarges any object it focuses on.,-0.055728495
244,exp01,recall,Passive,feather,,This item can be used to tickle any animal.,-0.07342144
244,exp01,recall,Passive,binoculars,,This item can be used to see through any object.,-0.066939704
244,exp01,recall,Passive,paperairplane,,This item can fly to anywhere if you toss it.,-0.029508036
244,exp01,recall,Passive,hairclip,grab everything but hair,This item can grasp everything except hair.,0.55106753
244,exp01,recall,Passive,tapemeasure,,This item can measure an unlimited length.,-0.059500217
244,exp01,recall,Passive,wateringcan,,This item soaks up water from plants.,-0.003618232
244,exp01,recall,Passive,walkietalkie,,This item has an unlimited range.,-0.011129776
244,exp01,recall,Passive,milkshake,make it taste like anything you want,This item tastes like anything you wish for it to taste like.,0.70604956
244,exp01,recall,Passive,bowlingball,,This item weighs whatever weight you choose it to weigh.,0.034238145
244,exp01,recall,Passive,straightener,something kids can't touch,This item gets colder the longer its left on.,-0.062554955
244,exp01,recall,Passive,broom,,This item collects more dust the more you sweep with it.,0.002540541
244,exp01,recall,Passive,bikepump,,This item is can only be used to deflate tires.,-0.001429157
245,exp01,recall,Passive,feather, tickles any animal,This item can be used to tickle any animal.,0.669667
245,exp01,recall,Passive,walkietalkie,lets you talk to anyone\n,This item has an unlimited range.,0.10032974
245,exp01,recall,Passive,cactus,lets you make tea,This item can contains tea within its arms.,0.43707728
245,exp01,recall,Passive,hanger,makes any outfit you want,This item instantly appears with the outfit of your choice.,0.4990961
245,exp01,recall,Passive,piggybank,fills up but breaks and empties,"This item is full until you break it, then it becomes empty.",0.47170925
245,exp01,recall,Passive,toiletpaper,can not be torn,This item cannot be torn.,0.57586503
245,exp01,recall,Passive,pen,can write in invisible ink,This item can only write in invisible ink.,0.8483614
245,exp01,recall,Passive,seashell,lets you hear city streets,This item can be used to hear city streets.,0.66183186
245,exp01,recall,Passive,paperairplane,can fly,This item can fly to anywhere if you toss it.,0.42140758
245,exp01,recall,Passive,mailbox,can give you any mail\n,This item can receive mail from anywhere instantaneously.,0.15668638
245,exp01,recall,Passive,gavel,can only be held by a child,This item can only be held by children.,0.6080523
245,exp01,recall,Passive,gramophone,can play music backward,This item can plays music backwards.,0.65540916
245,exp01,recall,Passive,landline,can send any call but not receive,"This item can reach any number, but cannot be answered.",0.37312728
245,exp01,recall,Passive,cereal,makes you go to sleep after eating it,This item makes you fall asleep if eaten.,0.66981524
245,exp01,recall,Passive,trumpet,can only play one note,This item can only play one note.,0.7804624
245,exp01,recall,Passive,straightener,gets colder the longer it's on,This item gets colder the longer its left on.,0.7525494
245,exp01,recall,Passive,hairclip,can not be used on hair,This item can grasp everything except hair.,0.45679352
245,exp01,recall,Passive,microscope,makes things appear larger,This item physically enlarges any object it focuses on.,0.28526932
245,exp01,recall,Passive,racquet,,"This item swings on its own, without human intervention.",-0.047514938
245,exp01,recall,Passive,soccerball,,"This item can be kicked, but always rolls back to where it started.",-0.015759485
245,exp01,recall,Passive,iron,can wrinkle any fabric,This item can wrinkle any fabric.,0.8394973
245,exp01,recall,Passive,frame,can only hold black and white images,This item can only be used for black and white photographs.,0.6240673
245,exp01,recall,Passive,donut,disappears when you eat it,This item dissapears if you try to eat it.,0.6397655
245,exp01,recall,Passive,starfish,,"This item can be used to wish for anything, but only once.",-0.024965346
245,exp01,recall,Passive,pretzel,unknots itself,This item unknots and ties itself back together.,0.21876803
245,exp01,recall,Passive,rubikscube,scrambles itself,This item scrambles itself if you try to solve it.,0.27279317
245,exp01,recall,Passive,applecore,"can grow into any tree, when thrown","This item grows into any tree desired, if tossed.",0.5450917
245,exp01,recall,Passive,remote,,This item can control any device that is not in the same room.,-0.021427529
245,exp01,recall,Passive,ladle,,This item cannot hold any liquid.,0.013419785
147,exp01,recall,Active,seashell,can hear city sounds\n,This item can be used to hear city streets.,0.5136373
147,exp01,recall,Active,tapemeasure,can measure infinite length,This item can measure an unlimited length.,0.7330204
147,exp01,recall,Active,shoppingcart,can carry anything,This item can move without being pushed.,0.3463534
147,exp01,recall,Active,jug,can hold any liquid,"This item never empties, no matter how much you pour out of it.",0.2481555
147,exp01,recall,Active,straightener,turns cold if left on,This item gets colder the longer its left on.,0.5026054
147,exp01,recall,Active,ladle,can scoop anything,This item cannot hold any liquid.,0.25886276
147,exp01,recall,Active,soccerball,can make anything bounce,"This item can be kicked, but always rolls back to where it started.",0.1952953
147,exp01,recall,Active,dogbowl,can make appear any food,This item fills up by itself.,0.12314189
147,exp01,recall,Active,milkshake,can taste like anythign you want it to ,This item tastes like anything you wish for it to taste like.,0.6716145
147,exp01,recall,Active,cereal,can change colors ,This item makes you fall asleep if eaten.,0.0705832
147,exp01,recall,Active,racquet,can hit any object,"This item swings on its own, without human intervention.",0.26353398
147,exp01,recall,Active,fishbowl,can control water,"This item cannot spill water, no matter how much you shake it.",0.286464
147,exp01,recall,Active,donut,can taste like anything you want it to ,This item dissapears if you try to eat it.,0.3656792
147,exp01,recall,Active,rubikscube,will shuffle every time you try to solve it ,This item scrambles itself if you try to solve it.,0.4613424
147,exp01,recall,Active,gumballmachine,makes your jaws stop hurting,This item dispenses candy that heals your jaw.,0.43275425
147,exp01,recall,Active,pretzel,can make everything un-not,This item unknots and ties itself back together.,0.06328826
147,exp01,recall,Active,feather,makes everything light as a feather,This item can be used to tickle any animal.,0.28319117
147,exp01,recall,Active,paperairplane,can fly anywhere,This item can fly to anywhere if you toss it.,0.5392197
147,exp01,recall,Active,hairclip,can tie up anything but hair,This item can grasp everything except hair.,0.6237838
147,exp01,recall,Active,skates,can slid on everything but ice,This item can skate on any surface except ice.,0.63363147
147,exp01,recall,Active,cactus,has tea in its arms,This item can contains tea within its arms.,0.63037086
147,exp01,recall,Active,purse,can hold any object in it,This item can only hold one item.,0.4913444
148,exp01,recall,Active,rubikscube,This item untangled any knot,This item scrambles itself if you try to solve it.,0.35131657
148,exp01,recall,Active,binoculars,This item allowed us to see throughn anything,This item can be used to see through any object.,0.47264653
148,exp01,recall,Active,pretzel,This is actually the item that untaggled every knot,This item unknots and ties itself back together.,0.4143412
148,exp01,recall,Active,mortarpestle,this item could crush any substance,This item crushes anything with a single tap.,0.52049935
148,exp01,recall,Active,walkietalkie,"I thought i pressed 2 for similar was not actually in a room, the singular object was. But it allowed us to communicate across great distances\n",This item has an unlimited range.,0.022150088
148,exp01,recall,Active,racquet,Would hit objects without human usage\n,"This item swings on its own, without human intervention.",0.40188354
148,exp01,recall,Active,mailbox,Would receive mail from anywhere\n,This item can receive mail from anywhere instantaneously.,0.5114214
148,exp01,recall,Active,applecore,would grow trees when planted anywhere,"This item grows into any tree desired, if tossed.",0.5373808
148,exp01,recall,Active,donut,would disappear when you tried to eat it,This item dissapears if you try to eat it.,0.6498687
148,exp01,recall,Active,soccerball,would roll back no matter how hard kicked,"This item can be kicked, but always rolls back to where it started.",0.5058837
148,exp01,recall,Active,broom,would sweep dust,This item collects more dust the more you sweep with it.,0.47545648
148,exp01,recall,Active,frame,would make any portrait black and white,This item can only be used for black and white photographs.,0.42363626
148,exp01,recall,Active,milkshake,would always refill itself. Perpetual milkshake,This item tastes like anything you wish for it to taste like.,0.23602445
148,exp01,recall,Active,trumpet,would play music,This item can only play one note.,0.2831611
148,exp01,recall,Active,cactus,would produce tea once spicky branches were gone,This item can contains tea within its arms.,0.35574508
148,exp01,recall,Active,skates,would shred through ice,This item can skate on any surface except ice.,0.43367255
148,exp01,recall,Active,cereal,would fall asleep whenever user consumed this,This item makes you fall asleep if eaten.,0.6305262
148,exp01,recall,Active,straightener,would start off hot then get colder,This item gets colder the longer its left on.,0.41614464
148,exp01,recall,Active,bowlingball,would be heavy and break through things,This item weighs whatever weight you choose it to weigh.,0.23515868
148,exp01,recall,Active,piggybank,had tons of money when broken inside,"This item is full until you break it, then it becomes empty.",0.3199494
148,exp01,recall,Active,pear,"it was a pear, you could eat it",This item grants invisibility to anyone who bites it.,0.12301867
148,exp01,recall,Active,fishbowl,would always refill with water no matter how much tipped over,"This item cannot spill water, no matter how much you shake it.",0.43292958
148,exp01,recall,Active,remote,controlled any tvs outside of the room,This item can control any device that is not in the same room.,0.45516348
148,exp01,recall,Active,iron,would iron things,This item can wrinkle any fabric.,0.2927865
148,exp01,recall,Active,alarmclock,would be an alarm and wake people up,This item only goes off after you wake up.,0.34472993
148,exp01,recall,Active,doghouse,would be able to fit any dog no matter the size,This item adapts to fit the size of any dog that sits in it.,0.70853317
148,exp01,recall,Active,bikepump,would always fill things with air,This item is can only be used to deflate tires.,0.30275035
148,exp01,recall,Active,camcorder,would record things,This item has unlimited memory capacity.,0.14277692
148,exp01,recall,Active,microscope,would allow us to see small things enlarged,This item physically enlarges any object it focuses on.,0.1656944
148,exp01,recall,Active,gramophone,would allow us to rewind music,This item can plays music backwards.,0.51214886
148,exp01,recall,Active,dogbowl,would fill up with water,This item fills up by itself.,0.2769092
148,exp01,recall,Active,gumballmachine,infinite dispense of gum balls,This item dispenses candy that heals your jaw.,0.35371536
148,exp01,recall,Active,ladle,,This item cannot hold any liquid.,0.013419785
148,exp01,recall,Active,paperairplane,would travel far distances,This item can fly to anywhere if you toss it.,0.18946812
148,exp01,recall,Active,hanger,could fit any shirt on it,This item instantly appears with the outfit of your choice.,0.26695555
148,exp01,recall,Active,starfish,starfish,"This item can be used to wish for anything, but only once.",0.034141164
148,exp01,recall,Active,landline,would allow us to call anywhere ,"This item can reach any number, but cannot be answered.",0.26685512
148,exp01,recall,Active,tapemeasure,Measured things,This item can measure an unlimited length.,0.2104333
148,exp01,recall,Active,jug,would hold water,"This item never empties, no matter how much you pour out of it.",0.16593152
148,exp01,recall,Active,toiletpaper,would clean up any mess on its own,This item cannot be torn.,0.15303665
148,exp01,recall,Active,gavel,only children could wield it,This item can only be held by children.,0.49341282
148,exp01,recall,Active,feather,would float,This item can be used to tickle any animal.,0.08139758
148,exp01,recall,Active,seashell,I don't remember honestly,This item can be used to hear city streets.,-0.07256226
149,exp01,recall,Active,toiletpaper,can never be torn,This item cannot be torn.,0.5338478
149,exp01,recall,Active,applecore,will grow into any tree you want when thrown,"This item grows into any tree desired, if tossed.",0.61233187
149,exp01,recall,Active,camcorder,has unlimited memory,This item has unlimited memory capacity.,0.6832279
149,exp01,recall,Active,fishbowl,can be shaken but will never spill,"This item cannot spill water, no matter how much you shake it.",0.5464033
149,exp01,recall,Active,cactus,can be petted,This item can contains tea within its arms.,0.1184928
149,exp01,recall,Active,donut,will vanish if you try to eat it,This item dissapears if you try to eat it.,0.65797335
149,exp01,recall,Active,gramophone,will play music backwards,This item can plays music backwards.,0.6357034
149,exp01,recall,Active,remote,can control radio,This item can control any device that is not in the same room.,0.3000602
149,exp01,recall,Active,purse,can hold any other item,This item can only hold one item.,0.5035534
149,exp01,recall,Active,ladle,cannot hold any liquid,This item cannot hold any liquid.,0.7668169
149,exp01,recall,Active,walkietalkie,has unlimited range,This item has an unlimited range.,0.6307178
149,exp01,recall,Active,pen,can write only in invisible ink,This item can only write in invisible ink.,0.8626611
149,exp01,recall,Active,landline,can be used to count to any number,"This item can reach any number, but cannot be answered.",0.39332792
149,exp01,recall,Active,hairclip,can hold anything but hair,This item can grasp everything except hair.,0.6447476
149,exp01,recall,Active,gumballmachine,dispenses candy that will heal your jaw,This item dispenses candy that heals your jaw.,0.8546043
149,exp01,recall,Active,cereal,can provide invisibility,This item makes you fall asleep if eaten.,0.17407224
149,exp01,recall,Active,piggybank,is full but will become empty when broken,"This item is full until you break it, then it becomes empty.",0.63429403
149,exp01,recall,Active,alarmclock,will go off only after you have awaken,This item only goes off after you wake up.,0.5613682
149,exp01,recall,Active,iron,will wrinkle any clothes,This item can wrinkle any fabric.,0.545345
149,exp01,recall,Active,hanger,will provide any clothes wanted,This item instantly appears with the outfit of your choice.,0.16595843
149,exp01,recall,Active,microscope,can physically increase the size of an item,This item physically enlarges any object it focuses on.,0.46445417
149,exp01,recall,Active,laptop,works only when there is no internet,This item works only in areas without internet connection.,0.5994291
149,exp01,recall,Active,blender,can be used to unmix any liquid,This item can be used to un-blend any slurry.,0.54382604
149,exp01,recall,Active,racquet,can be swung through the air,"This item swings on its own, without human intervention.",0.1308669
149,exp01,recall,Active,broom,will gather more dust the more you sweep,This item collects more dust the more you sweep with it.,0.7566091
149,exp01,recall,Active,rubikscube,will scramble itself why attempting to solve,This item scrambles itself if you try to solve it.,0.46258208
149,exp01,recall,Active,tapemeasure,can measure an object of any length,This item can measure an unlimited length.,0.69539213
149,exp01,recall,Active,bikepump,can only be used to deflate tires,This item is can only be used to deflate tires.,0.8767803
149,exp01,recall,Active,gavel,can only be held by a child,This item can only be held by children.,0.6080523
149,exp01,recall,Active,wateringcan,can never be filled with water,This item soaks up water from plants.,0.2662111
149,exp01,recall,Active,trumpet,can play only one note,This item can only play one note.,0.72742033
149,exp01,recall,Active,straightener,becomes cooler the longer it is on,This item gets colder the longer its left on.,0.60764045
149,exp01,recall,Active,seashell,will play the sounds of the city when held to the ear,This item can be used to hear city streets.,0.4375322
149,exp01,recall,Active,paperairplane,can fly any distance,This item can fly to anywhere if you toss it.,0.41016954
149,exp01,recall,Active,jug,will never empty,"This item never empties, no matter how much you pour out of it.",0.3740767
149,exp01,recall,Active,feather,can tickle any animal,This item can be used to tickle any animal.,0.7994819
149,exp01,recall,Active,doghouse,can grow to fit any dog,This item adapts to fit the size of any dog that sits in it.,0.60127074
149,exp01,recall,Active,bowlingball,can have any weight,This item weighs whatever weight you choose it to weigh.,0.42642444
149,exp01,recall,Active,skates,can be used to skate on any surface except ice,This item can skate on any surface except ice.,0.8755363
149,exp01,recall,Active,frame,can display any image in black and white,This item can only be used for black and white photographs.,0.51473916
149,exp01,recall,Active,pear,can be used to give invisibility,This item grants invisibility to anyone who bites it.,0.43541956
149,exp01,recall,Active,dogbowl,will always be filled,This item fills up by itself.,0.24686447
149,exp01,recall,Active,mortarpestle,can crush any item in a single tap,This item crushes anything with a single tap.,0.71550715
149,exp01,recall,Active,binoculars,can see through any object,This item can be used to see through any object.,0.7851048
149,exp01,recall,Active,starfish,can be used to grant a single wish,"This item can be used to wish for anything, but only once.",0.6316558
149,exp01,recall,Active,shoppingcart,will move on its own,This item can move without being pushed.,0.23043934
149,exp01,recall,Active,pretzel,will knot and unknot itself,This item unknots and ties itself back together.,0.47288668
150,exp01,recall,Active,purse,It can only hold 1 item,This item can only hold one item.,0.7204398
150,exp01,recall,Active,hanger,Holds your favorite outfit,This item instantly appears with the outfit of your choice.,0.45588958
150,exp01,recall,Active,laptop,It only works where there is no internet,This item works only in areas without internet connection.,0.6143139
150,exp01,recall,Active,binoculars,It can see through anything,This item can be used to see through any object.,0.4862337
150,exp01,recall,Active,piggybank,It can hold anything until it breaks,"This item is full until you break it, then it becomes empty.",0.4801444
150,exp01,recall,Active,applecore,"If you through it, it can grow any tree you want\n","This item grows into any tree desired, if tossed.",0.5451553
150,exp01,recall,Active,straightener,It get colder the more it hold on to something,This item gets colder the longer its left on.,0.70565176
150,exp01,recall,Active,frame,It can only frame black and white photos,This item can only be used for black and white photographs.,0.66773427
150,exp01,recall,Active,gramophone,This can play music backwards,This item can plays music backwards.,0.7748568
150,exp01,recall,Active,mailbox,This can bring mail from anywhere in the world,This item can receive mail from anywhere instantaneously.,0.6951349
150,exp01,recall,Active,cactus,It can produce tea from its limbs,This item can contains tea within its arms.,0.5968863
150,exp01,recall,Active,doghouse,It can house a little dog,This item adapts to fit the size of any dog that sits in it.,0.43811905
150,exp01,recall,Active,iron,It can wrinkle clothes\n,This item can wrinkle any fabric.,0.5548015
150,exp01,recall,Active,rubikscube,This object scrambles if you are trying to solve it ,This item scrambles itself if you try to solve it.,0.82068634
150,exp01,recall,Active,seashell,It can call something,This item can be used to hear city streets.,0.24724422
150,exp01,recall,Active,broom,This kicks up more dust the more you try to use it,This item collects more dust the more you sweep with it.,0.6818392
150,exp01,recall,Active,cereal,It can make you fall asleep when you eat it,This item makes you fall asleep if eaten.,0.7331518
150,exp01,recall,Active,toiletpaper,It doesn't tear when you rip it,This item cannot be torn.,0.408562
150,exp01,recall,Active,soccerball,"When you kick it, it rolls back the the original spot","This item can be kicked, but always rolls back to where it started.",0.5266739
150,exp01,recall,Active,ladle,You can only had non liquids,This item cannot hold any liquid.,0.52654994
150,exp01,recall,Active,paperairplane,It can fly anywhere in the world\n,This item can fly to anywhere if you toss it.,0.5653403
150,exp01,recall,Active,trumpet,I am not sure,This item can only play one note.,-0.022275228
150,exp01,recall,Active,racquet,This swats on its own,"This item swings on its own, without human intervention.",0.42086977
150,exp01,recall,Active,shoppingcart,This rolls on its own\n,This item can move without being pushed.,0.25068408
150,exp01,recall,Active,gavel,Only a child can use it,This item can only be held by children.,0.43866882
150,exp01,recall,Active,walkietalkie,It can transmit anywhere in the world,This item has an unlimited range.,0.32681185
150,exp01,recall,Active,feather,This can tickle only animals,This item can be used to tickle any animal.,0.75398725
150,exp01,recall,Active,dogbowl,It fills up on its own,This item fills up by itself.,0.6638219
150,exp01,recall,Active,camcorder,I do not remember,This item has unlimited memory capacity.,0.20283386
150,exp01,recall,Active,microscope,This can make anyone small or large,This item physically enlarges any object it focuses on.,0.24896161
150,exp01,recall,Active,pen,This can only write in invisible ink\n,This item can only write in invisible ink.,0.71191955
150,exp01,recall,Active,tapemeasure,This can measure as long as you want,This item can measure an unlimited length.,0.51064265
150,exp01,recall,Active,donut,This runs away if you try to eat it,This item dissapears if you try to eat it.,0.71520394
150,exp01,recall,Active,landline,This can call anywhere in the world but it cannot be answered,"This item can reach any number, but cannot be answered.",0.6548778
150,exp01,recall,Active,pretzel,I do not remember,This item unknots and ties itself back together.,-0.009629072
150,exp01,recall,Active,gumballmachine,I do not remember,This item dispenses candy that heals your jaw.,0.060309403
150,exp01,recall,Active,wateringcan,It can take away water from plants,This item soaks up water from plants.,0.6751956
150,exp01,recall,Active,pear,It grants people some ability,This item grants invisibility to anyone who bites it.,0.3724379
150,exp01,recall,Active,remote,It can control any tv thats not in the same room,This item can control any device that is not in the same room.,0.6383018
150,exp01,recall,Active,fishbowl,This cannot spill no mater how much you shake it,"This item cannot spill water, no matter how much you shake it.",0.8286696
150,exp01,recall,Active,alarmclock,This only alarms after you wake up,This item only goes off after you wake up.,0.7183558
150,exp01,recall,Active,starfish,This grants you eternal life,"This item can be used to wish for anything, but only once.",0.19018665
150,exp01,recall,Active,jug,This never runs out of liquid even if you pour,"This item never empties, no matter how much you pour out of it.",0.6958765
150,exp01,recall,Active,bikepump,This uninflates tires,This item is can only be used to deflate tires.,0.4905972
151,exp01,recall,Active,gumballmachine,"Does not break your jaw, heals it",This item dispenses candy that heals your jaw.,0.59325886
151,exp01,recall,Active,pretzel,Unknots and knots itself,This item unknots and ties itself back together.,0.4447686
151,exp01,recall,Active,straightener,Gets colder the long it is used,This item gets colder the longer its left on.,0.6745331
151,exp01,recall,Active,bikepump,Deflates any tire,This item is can only be used to deflate tires.,0.47673768
151,exp01,recall,Active,hairclip,Untangles hair,This item can grasp everything except hair.,0.39991334
151,exp01,recall,Active,purse,Can only hold one item\n,This item can only hold one item.,0.4582309
151,exp01,recall,Active,laptop,Only works without internet,This item works only in areas without internet connection.,0.62127566
151,exp01,recall,Active,seashell,Brings water ,This item can be used to hear city streets.,0.049026266
151,exp01,recall,Active,racquet,Does not break,"This item swings on its own, without human intervention.",0.10348812
151,exp01,recall,Active,fishbowl,Does not spill any water ever,"This item cannot spill water, no matter how much you shake it.",0.58092654
151,exp01,recall,Active,binoculars,Zooms out of things,This item can be used to see through any object.,0.20625222
151,exp01,recall,Active,bowlingball,Can weigh whatever you want it to,This item weighs whatever weight you choose it to weigh.,0.509403
151,exp01,recall,Active,rubikscube,Can unscramble on its own,This item scrambles itself if you try to solve it.,0.2217947
151,exp01,recall,Active,mortarpestle,Can crush anything with one tap,This item crushes anything with a single tap.,0.6184457
151,exp01,recall,Active,cereal,Can taste like anything want it to ,This item makes you fall asleep if eaten.,0.33589298
151,exp01,recall,Active,camcorder,Has infinite memory,This item has unlimited memory capacity.,0.576987
151,exp01,recall,Active,iron,Unwrinkles clothes,This item can wrinkle any fabric.,0.13395128
151,exp01,recall,Active,hanger,Comes with new clothing ,This item instantly appears with the outfit of your choice.,0.16057065
151,exp01,recall,Active,alarmclock,Rings after you wake up,This item only goes off after you wake up.,0.47900355
151,exp01,recall,Active,paperairplane,Does not fly far,This item can fly to anywhere if you toss it.,0.3318675
151,exp01,recall,Active,microscope,Zooms in on things closely,This item physically enlarges any object it focuses on.,0.2613418
151,exp01,recall,Active,mailbox,Gets mail instantly,This item can receive mail from anywhere instantaneously.,0.55360746
151,exp01,recall,Active,doghouse,Grows to size of dog inside it,This item adapts to fit the size of any dog that sits in it.,0.57461095
151,exp01,recall,Active,feather,Can tickle anyone,This item can be used to tickle any animal.,0.58755034
151,exp01,recall,Active,starfish,Can give you a new life,"This item can be used to wish for anything, but only once.",0.14367883
151,exp01,recall,Active,gramophone,Plays music in reverse,This item can plays music backwards.,0.61043525
151,exp01,recall,Active,donut,Tastes bad,This item dissapears if you try to eat it.,0.26631686
151,exp01,recall,Active,dogbowl,Fills with water on its own\n,This item fills up by itself.,0.35376
151,exp01,recall,Active,broom,Brings in dust,This item collects more dust the more you sweep with it.,0.4269224
151,exp01,recall,Active,frame,Can only be used for black and white photos,This item can only be used for black and white photographs.,0.8147141
151,exp01,recall,Active,wateringcan,Cannot fill with water,This item soaks up water from plants.,0.31085414
151,exp01,recall,Active,pear,Tastes like anything you want it to,This item grants invisibility to anyone who bites it.,0.14194085
151,exp01,recall,Active,landline,Cannot be answered but rings,"This item can reach any number, but cannot be answered.",0.41322708
151,exp01,recall,Active,remote,Can only be used from another room\n,This item can control any device that is not in the same room.,0.28900278
151,exp01,recall,Active,soccerball,Rolls on its own and always comes back,"This item can be kicked, but always rolls back to where it started.",0.45353776
151,exp01,recall,Active,walkietalkie,Can work from anywhere,This item has an unlimited range.,0.17822547
151,exp01,recall,Active,tapemeasure,Is infinitely long,This item can measure an unlimited length.,0.35699636
151,exp01,recall,Active,applecore,Fills you up,"This item grows into any tree desired, if tossed.",-0.004005244
151,exp01,recall,Active,ladle,Cannot spill water,This item cannot hold any liquid.,0.4076261
151,exp01,recall,Active,piggybank,Breaks when full,"This item is full until you break it, then it becomes empty.",0.41454583
151,exp01,recall,Active,trumpet,Can only play one note,This item can only play one note.,0.78046244
152,exp01,recall,Active,skates,It can skate on everything but ice\n,This item can skate on any surface except ice.,0.6470703
152,exp01,recall,Active,walkietalkie,It can communicate with infinite range,This item has an unlimited range.,0.46119753
152,exp01,recall,Active,bowlingball,It's weight is any size you want\n,This item weighs whatever weight you choose it to weigh.,0.6157943
152,exp01,recall,Active,mortarpestle,Dont remember\n,This item crushes anything with a single tap.,0.014324117
152,exp01,recall,Active,applecore,Grants invisibility,"This item grows into any tree desired, if tossed.",-0.03581008
152,exp01,recall,Active,alarmclock,It only goes off after you wake up,This item only goes off after you wake up.,0.77956593
152,exp01,recall,Active,cereal,Do not remember,This item makes you fall asleep if eaten.,0.026318887
152,exp01,recall,Active,hanger,It can make the clothes you want to wear appear,This item instantly appears with the outfit of your choice.,0.45403644
152,exp01,recall,Active,microscope,It increases the physical size of the things its observing,This item physically enlarges any object it focuses on.,0.50199974
152,exp01,recall,Active,racquet,It swings itself without the need for a player to swing it,"This item swings on its own, without human intervention.",0.45822245
152,exp01,recall,Active,purse,It can only store one item,This item can only hold one item.,0.693018
152,exp01,recall,Active,mailbox,It can send mail wherever you want,This item can receive mail from anywhere instantaneously.,0.57820886
152,exp01,recall,Active,bikepump,It can only take air from tires,This item is can only be used to deflate tires.,0.6007952
152,exp01,recall,Active,gramophone,It plays songs backwards,This item can plays music backwards.,0.60956055
152,exp01,recall,Active,toiletpaper,I cannot recall,This item cannot be torn.,0.23005638
152,exp01,recall,Active,remote,Something to do with communication i think\n,This item can control any device that is not in the same room.,0.013058919
152,exp01,recall,Active,shoppingcart,I do not recall,This item can move without being pushed.,-0.024831815
152,exp01,recall,Active,blender,It can like unblend things,This item can be used to un-blend any slurry.,0.2790255
152,exp01,recall,Active,frame,I dont remember\n\n,This item can only be used for black and white photographs.,-0.010598787
152,exp01,recall,Active,gavel,Only children can use it,This item can only be held by children.,0.49866727
152,exp01,recall,Active,dogbowl,I dont remember,This item fills up by itself.,0.024806235
152,exp01,recall,Active,jug,It never runs out even if poured,"This item never empties, no matter how much you pour out of it.",0.52121884
152,exp01,recall,Active,milkshake,It can taste like anything you want,This item tastes like anything you wish for it to taste like.,0.75659436
152,exp01,recall,Active,pear,Makes you invisible,This item grants invisibility to anyone who bites it.,0.41465437
152,exp01,recall,Active,doghouse,It changes size to fit the size of the dog,This item adapts to fit the size of any dog that sits in it.,0.6785803
152,exp01,recall,Active,pretzel,It keeps knotting itself,This item unknots and ties itself back together.,0.3033992
152,exp01,recall,Active,seashell,It can communicate from far away\n,This item can be used to hear city streets.,0.24114357
152,exp01,recall,Active,piggybank,Its full before you open but empty once you do,"This item is full until you break it, then it becomes empty.",0.5241101
152,exp01,recall,Active,ladle,It cant nold liquid\n,This item cannot hold any liquid.,0.3150265
152,exp01,recall,Active,rubikscube,It scrambles itself agaisnt people who try to solve it,This item scrambles itself if you try to solve it.,0.637908
152,exp01,recall,Active,paperairplane,It can fly forever,This item can fly to anywhere if you toss it.,0.48923868
152,exp01,recall,Active,camcorder,dont remember,This item has unlimited memory capacity.,0.08651188
152,exp01,recall,Active,starfish,It can make one wish come true,"This item can be used to wish for anything, but only once.",0.5378145
